Week,Sales,iso_anomaly,rolling_mean,rolling_std,z_score,zscore_anomaly
2015-01-04,304.508,True,,,,False
2015-01-11,4619.108,False,,,,False
2015-01-18,4130.533,False,,,,False
2015-01-25,3092.544,False,,,,False
2015-02-01,2527.9139999999998,False,2329.888375,1676.9321203267027,0.11808803862700183,False
2015-02-08,968.534,True,2578.03025,1468.3113847949624,-1.0961545804705128,False
2015-02-15,2771.054,False,2504.48275,1362.3837697364709,0.19566531539902554,False
2015-02-22,224.912,True,2505.616375,1363.9329695322733,-1.6721528300486135,False
2015-03-01,2289.643,False,6832.0064999999995,12546.13840919608,-0.36205271708707865,False
2015-03-08,4030.7279999999996,False,7015.864375000001,12484.680156578495,-0.23910395280948044,False
2015-03-15,4139.602,False,8190.285375000001,12274.687683408509,-0.33000296866821655,False
2015-03-22,37703.665,True,8896.19025,12079.340150600869,2.384854999597558,True
2015-03-29,3998.777,False,9142.872500000001,11895.714245475698,-0.4324326722925828,False
2015-04-05,10363.902,False,9564.180125,11675.976819313059,0.06849293103059191,False
2015-04-12,8418.293,False,9682.190625000001,11616.680361434514,-0.10880024117698336,False
2015-04-19,2198.37,False,9956.298375,11492.420717682602,-0.6750473695296767,False
2015-04-26,5660.104,False,5739.324,2624.393111086554,-0.030186026500885223,False
2015-05-03,4974.812,False,6019.724875,2529.998317938877,-0.4130093160896893,False
2015-05-10,6332.464,False,5539.64125,1864.8647466864502,0.4251368638978845,False
2015-05-17,3967.87,False,5558.5981249999995,1898.7699725452642,-0.837767685396699,False
2015-05-24,6241.9839999999995,False,6369.212125,1623.6223906153625,-0.07836066177418281,False
2015-05-31,6523.233,False,7054.1296999999995,2297.5898716265206,-0.23106678287372692,False
2015-06-07,8569.948,False,7075.272825,2276.4024223642027,0.6565953191385536,False
2015-06-14,8683.282,False,6678.514825,2667.391674384571,0.751583351726006,False
2015-06-21,11139.4446,False,6968.8597,2447.5441711017597,1.703987592641736,False
2015-06-28,5143.957,False,6362.07245,3153.431979349304,-0.3862824560596204,False
2015-07-05,3158.3999999999996,False,8245.428324999999,6246.12953462822,-0.814428887008791,False
2015-07-12,6290.629,False,7581.142325,6484.720579318167,-0.19900831642859934,False
2015-07-19,1387.6860000000001,True,8177.491575,6811.678895279398,-0.9967888503530964,False
2015-07-26,21590.079999999998,False,7183.55375,6897.327905439835,2.0887112295527888,True
2015-08-02,3255.66,False,7086.371375,6935.542192524634,-0.5523304838558797,False
2015-08-09,13454.076000000001,False,7304.3079375,6820.926168787315,0.9016030829715551,False
2015-08-16,3187.942,False,7047.3355625,6902.804660115426,-0.5591051395094042,False
2015-08-23,4366.4980000000005,False,10618.7669375,10172.926399028975,-0.6145988570306369,False
2015-08-30,4901.8925,False,10505.7359375,10037.735240025591,-0.5582776695638082,False
2015-09-06,4234.85,False,12254.9451625,9810.544975185474,-0.817497415565171,False
2015-09-13,29959.137,True,12045.8330375,9799.156418033932,1.8280455172174974,False
2015-09-20,20685.832000000002,False,12241.249287499999,9611.05875353377,0.8786318894778496,False
2015-09-27,17249.3338,False,13003.965287500001,9126.767309966666,0.4651557740344653,False
2015-10-04,11781.179,False,12876.602475,9262.088681170813,-0.11826959476504688,False
2015-10-11,4751.272,False,14196.550725,8582.075171077118,-1.100582147873979,False
2015-10-18,10468.226,False,12318.517974999999,5848.492360939624,-0.3163707603274921,False
2015-10-25,3882.9900000000002,False,11624.142625,4978.151316238678,-1.5550255774163475,False
2015-11-01,14794.436000000002,False,12817.178837500001,7176.923582054843,0.2755020504111159,False
2015-11-08,14934.875,False,13368.4518375,7254.9316473448225,0.21591149836308696,False
2015-11-15,15130.8292,False,14422.7718375,6384.390213722733,0.11090446210165654,False
2015-11-22,26793.6235,False,14235.62665,6536.988847548101,1.9210675041476115,False
2015-11-29,16191.363,False,16677.309525,5713.91193387011,-0.08504620488101626,False
2015-12-06,13185.832,False,16157.070025,6087.112870737473,-0.4881194234599474,False
2015-12-13,8971.064499999999,False,16275.293225000001,6069.1424364641825,-1.203502603780604,False
